date,tests,newCases,activeCases,severeCases,recovered,deaths,rt
2020-04-25,1250,374,11046,296,2645,334,0.83
2020-04-26,1136,221,11175,300,2798,348,0.83
2020-04-27,8545,189,11252,305,2888,351,0.78
2020-04-28,3244,284,11427,306,3170,376,0.79
2020-04-29,879,227,11585,308,3357,389,0.74
2020-04-30,8126,199,11424,328,3449,415,0.71
2020-05-01,6820,266,11558,324,3964,432,0.68
2020-05-02,880,302,11724,321,4194,458,0.69
2020-05-03,1012,204,11823,308,4368,492,0.71
2020-05-04,1332,177,11935,309,4479,510,0.75
2020-05-05,1569,120,11731,308,4570,521,0.71
2020-05-06,447,106,11638,300,4901,543,0.72
2020-05-07,13005,96,11286,287,5129,551,0.74
2020-05-08,10680,89,6302,266,8110,600,0.71
2020-05-09,2265,108,6250,267,8276,613,0.64
2020-05-10,3995,68,6074,249,8514,621,0.57
2020-05-11,5993,50,5914,243,8903,643,0.5
2020-05-12,288,80,5162,259,9851,668,0.52
2020-05-13,10074,54,4732,245,10321,687,0.52
2020-05-14,5866,100,4339,237,10792,710,0.55
2020-05-15,3092,52,4025,232,11136,725,0.58
2020-05-16,4337,57,3787,230,11398,744,0.62
2020-05-17,4987,30,3667,228,11547,749,0.66
2020-05-18,5980,30,3400,213,11867,763,0.72
2020-05-19,3221,31,3009,210,12269,771,0.69
2020-05-20,3669,38,2761,195,12655,777,0.71
2020-05-21,4580,43,2495,176,12988,796,0.62
2020-05-22,3495,31,2293,174,13227,808,0.62
2020-05-23,2769,29,2130,168,13396,820,0.61
2020-05-24,1252,40,2111,165,13446,830,0.67
2020-05-25,3620,20,1939,155,13643,846,0.67
2020-05-26,2994,27,1788,147,13806,858,0.73
2020-05-27,3004,37,1637,136,13979,867,0.75
2020-05-28,3981,61,1556,131,14085,874,0.91
2020-05-29,3501,64,1466,123,14237,886,1.05
2020-05-30,2652,46,1452,119,14290,891,1.19
2020-05-31,1657,32,1436,115,14333,892,1.13
2020-06-01,3789,36,1341,113,14481,894,1.21
2020-06-02,4526,51,1270,101,14602,900,1.29
2020-06-03,3979,26,1207,102,14690,903,1.27
2020-06-04,4600,45,1141,98,14795,907,1.16
2020-06-05,4939,41,1064,99,14901,914,1
2020-06-06,3220,45,1042,98,14961,916,0.95
2020-06-07,1725,32,1060,99,14970,916,0.97
2020-06-08,4516,22,1028,92,15035,916,0.9
2020-06-09,4600,30,965,91,15120,919,0.8
2020-06-10,5092,36,923,88,15200,920,0.85
2020-06-11,4573,40,854,82,15308,922,0.87
2020-06-12,5145,57,810,76,15395,924,0.96
2020-06-13,2633,43,801,73,15451,925,0.96
2020-06-14,1451,62,819,71,15493,925,1.04
2020-06-15,4300,60,871,80,15508,927,1.17
2020-06-16,4462,42,760,70,15657,931,1.28
2020-06-17,1348,43,712,62,15737,935,1.26
2020-06-18,6176,68,707,62,15811,935,1.35
2020-06-19,4823,54,677,61,15880,952,1.28
2020-06-20,2474,65,711,59,15911,953,1.35
2020-06-21,4127,49,732,59,15936,953,1.22
2020-06-22,5376,40,706,62,16007,955,1.07
2020-06-23,3722,53,698,60,16058,963,1.07
2020-06-24,4979,89,713,58,16116,967,1.14
2020-06-25,4455,79,727,51,16188,968,1.1
2020-06-26,4758,99,757,48,16248,970,1.19
2020-06-27,3533,88,790,45,16301,970,1.18
2020-06-28,1513,111,822,43,16353,971,1.31
2020-06-29,5510,110,869,42,16424,971,1.49
2020-06-30,4651,132,897,40,16522,973,1.58
2020-07-01,6564,125,1006,37,16563,974,1.51
2020-07-02,5460,194,1105,33,16654,975,1.64
2020-07-03,6597,249,1224,32,16747,976,1.72
2020-07-04,3134,268,1386,33,16838,976,1.86
2020-07-05,2618,195,1550,34,16912,976,1.8
2020-07-06,8228,172,1671,36,16981,977,1.71
2020-07-07,7099,208,1721,35,17115,979,1.64
2020-07-08,7725,203,1776,38,17250,980,1.64
2020-07-09,7700,352,1929,31,17436,981,1.59
2020-07-10,8955,420,2139,33,17633,981,1.52
2020-07-11,5362,373,2339,32,17787,981,1.41
2020-07-12,1838,391,2587,34,17887,981,1.44
2020-07-13,10552,248,2754,40,18066,981,1.43
2020-07-14,11154,327,2789,38,18312,983,1.42
2020-07-15,11343,440,2885,37,18580,984,1.47
2020-07-16,16683,619,3191,39,18862,984,1.47
2020-07-17,12994,588,3560,41,19132,984,1.43
2020-07-18,7166,655,3865,43,19342,984,1.46
2020-07-19,3262,501,4113,47,19523,984,1.4
2020-07-20,15959,407,4345,52,19921,987,1.41
2020-07-21,12114,618,4421,55,20403,988,1.43
2020-07-22,16357,792,4751,59,20787,989,1.42
2020-07-23,8310,966,5369,68,21080,991,1.4
2020-07-24,5695,766,5949,64,21319,992,1.38
2020-07-25,9530,798,6315,66,21514,995,1.33
2020-07-26,3785,830,6573,67,21868,995,1.36
2020-07-27,24182,581,6828,76,22560,997,1.34
2020-07-28,18086,968,7063,81,23256,1000,1.33
2020-07-29,18669,1242,7508,90,23928,1003,1.32
2020-07-30,19687,1297,8062,87,24678,1005,1.29
2020-07-31,17354,1574,8945,80,25253,1010,1.37
2020-08-01,9606,1535,9427,83,25653,1010,1.43
2020-08-02,10599,1324,10330,87,26236,1011,1.43
2020-08-03,25794,937,9887,88,26943,1015,1.44
2020-08-04,18740,1234,11337,104,27772,1021,1.4
2020-08-05,39723,1350,11881,115,28739,1025,1.34
2020-08-06,22015,1479,12167,131,29915,1032,1.31
2020-08-07,22698,1595,12382,140,30961,1038,1.2
2020-08-08,13676,1523,13011,156,32059,1039,1.12
2020-08-09,13336,1486,13633,162,32805,1046,1.09
2020-08-10,6440,836,13724,171,33722,1051,1.05
2020-08-11,32939,693,13610,177,34635,1058,0.99
2020-08-12,25782,969,13286,203,35858,1062,0.95
2020-08-13,21062,1176,13039,211,37165,1072,0.91
2020-08-14,55240,1356,12976,229,38600,1084,0.89
2020-08-15,11750,1234,13072,232,39715,1087,0.87
2020-08-16,7438,1017,13008,243,40794,1098,0.82
2020-08-17,25835,630,12767,243,41853,1114,0.81
2020-08-18,21130,904,12084,239,43379,1127,0.86
2020-08-19,21937,1080,11686,237,44771,1143,0.9
2020-08-20,21889,1182,11709,243,45938,1154,0.92
2020-08-21,21866,1036,11597,243,47045,1168,0.91
2020-08-22,13348,985,11732,254,47946,1175,0.91
2020-08-23,10953,739,11718,259,48716,1180,0.93
2020-08-24,22051,491,11211,252,49794,1195,0.93
2020-08-25,18238,712,10647,246,51034,1208,0.89
2020-08-26,19353,893,10306,238,52169,1225,0.87
2020-08-27,21546,867,10111,227,53318,1237,0.83
2020-08-28,18597,870,9697,230,54650,1254,0.84
2020-08-29,12915,844,9696,234,55471,1263,0.85
2020-08-30,9577,598,9649,236,56109,1278,0.86
2020-08-31,21529,425,9135,234,57130,1295,0.86
2020-09-01,18131,624,9108,225,57735,1306,0.87
2020-09-02,24123,589,8604,218,58827,1318,0.85
2020-09-03,22991,656,8363,214,59720,1329,0.86
2020-09-04,15457,583,7957,210,60726,1348,0.84
2020-09-05,11930,598,7908,211,61357,1356,0.82
2020-09-06,4175,447,7868,209,61817,1362,0.81
2020-09-07,24012,288,7439,202,62563,1376,0.8
2020-09-08,14637,514,7098,202,63381,1392,0.79
2020-09-09,23072,507,6839,198,64116,1405,0.81
2020-09-10,22306,709,6761,191,64871,1411,0.85
2020-09-11,16479,639,6684,190,65561,1422,0.9
2020-09-12,10545,641,6754,180,66180,1438,0.94
2020-09-13,472,439,6841,185,66504,1441,0.97
2020-09-14,25446,265,6567,174,67073,1450,0.99
2020-09-15,20163,531,6346,178,67754,1460,1.01
2020-09-16,18314,543,6174,167,68473,1472,1.03
2020-09-17,23313,480,6014,170,69117,1481,0.98
2020-09-18,17605,569,6028,161,69700,1494,0.95
2020-09-19,9530,597,6026,159,70231,1499,0.94
2020-09-20,6153,469,6132,163,70597,1499,0.95
2020-09-21,2778,307,6168,164,70841,1507,0.96
2020-09-22,3386,322,6125,165,71174,1511,0.91
2020-09-23,26925,216,5904,166,71699,1519,0.84
2020-09-24,19021,477,5381,163,72643,1531,0.88
2020-09-25,28526,570,5260,156,73304,1539,0.89
2020-09-26,10522,638,5446,160,73739,1544,0.91
2020-09-27,4550,478,5498,159,74122,1547,0.91
2020-09-28,19750,294,5373,161,74589,1556,0.9
2020-09-29,103676,531,5324,151,75151,1563,0.98
2020-09-30,19462,570,5298,151,75708,1570,1.14
2020-10-01,17671,623,5320,145,76327,1577,1.17
2020-10-02,21860,537,5275,137,76913,1589,1.17
2020-10-03,13684,564,5314,133,77414,1596,1.14
2020-10-04,4928,395,5401,131,77698,1598,1.12
2020-10-05,21865,271,5258,140,78148,1601,1.12
2020-10-06,20435,497,5130,141,78750,1604,1.06
2020-10-07,21401,505,5056,143,79301,1612,0.97
2020-10-08,21397,622,5160,141,79807,1615,0.94
2020-10-09,19697,594,5120,147,80425,1623,0.96
2020-10-10,10803,669,5292,145,80893,1626,0.99
2020-10-11,5077,432,5443,146,81182,1628,1.02
2020-10-12,23235,273,5245,148,81690,1633,1.02
2020-10-13,19828,494,5162,150,82223,1637,1.03
2020-10-14,21837,549,5054,146,82899,1645,1.05
2020-10-15,20737,703,5176,148,83509,1649,1.07
2020-10-16,20701,635,5205,148,84088,1660,1.06
2020-10-17,9896,579,5326,145,84535,1669,1.02
2020-10-18,5123,457,5375,144,84961,1673,1.02
2020-10-19,21920,315,5174,143,85518,1675,1.03
2020-10-20,15486,477,5031,150,86100,1678,1.02
2020-10-21,22144,616,5037,150,86648,1684,1.03
2020-10-22,23418,610,5067,151,87227,1693,1
2020-10-23,22880,745,5216,155,87765,1705,1.01
2020-10-24,13211,718,5436,159,88237,1710,1.05
2020-10-25,5427,488,5503,162,88658,1717,1.05
2020-10-26,22602,401,5499,165,89092,1724,1.06
2020-10-27,25714,649,5446,166,89746,1729,1.1
2020-10-28,23064,724,5642,161,90251,1732,1.1
2020-10-29,20504,804,5848,156,90811,1743,1.16
2020-10-30,21782,769,6012,161,91392,1754,1.14
2020-10-31,11398,868,6246,160,91877,1765,1.14
2020-11-01,6214,606,6474,163,92300,1773,1.15
2020-11-02,21535,482,6469,163,92760,1779,1.15
2020-11-03,7477,868,6634,165,93192,1785,1.15
2020-11-04,21840,607,6707,183,94003,1793,1.11
2020-11-05,29533,1049,7075,189,94637,1805,1.11
2020-11-06,28237,1137,7501,194,95330,1808,1.16
2020-11-07,13460,1302,7904,196,96057,1811,1.2
2020-11-08,8004,938,8346,204,96511,1817,1.22
2020-11-09,25476,772,8702,208,97114,1828,1.25
2020-11-10,25179,1278,9048,204,97932,1840,1.26
2020-11-11,33681,1535,9676,226,98819,1850,1.4
2020-11-12,29912,1623,10243,231,99824,1866,1.42
2020-11-13,24038,1704,10923,234,100789,1879,1.42
2020-11-14,16651,1723,11759,243,101632,1882,1.39
2020-11-15,9127,1423,12358,251,102454,1884,1.38
2020-11-16,30109,948,12564,272,103406,1902,1.36
2020-11-17,27634,1686,12978,276,104464,1912,1.34
2020-11-18,34630,2179,13833,280,105701,1921,1.28
2020-11-19,37810,2383,14708,291,107148,1942,1.27
2020-11-20,41770,2418,15627,313,108608,1962,1.27
2020-11-21,24924,2508,16822,323,109870,1973,1.28
2020-11-22,20389,2150,17878,331,110970,1980,1.28
2020-11-23,9560,1513,18392,345,112012,1988,1.3
2020-11-24,43773,1217,18426,376,113394,2000,1.24
2020-11-25,41052,1930,18565,410,115032,2021,1.17
2020-11-26,42634,2499,19105,435,116778,2050,1.13
2020-11-27,43351,2510,19508,440,118898,2073,1.09
2020-11-28,22307,2674,20992,462,120530,2105,1.05
2020-11-29,11975,2041,20914,472,122072,2118,1.01
2020-11-30,41335,1429,20900,493,124088,2138,0.97
2020-12-01,44289,2019,20601,488,125897,2171,1.04
2020-12-02,43236,2419,21044,497,127814,2212,1.07
2020-12-03,36823,2507,21567,505,129740,2239,1.07
2020-12-04,38145,2425,21739,520,131995,2282,1.06
2020-12-05,22313,2497,22249,519,133820,2314,1.04
2020-12-06,17612,1999,22535,530,135434,2334,1.04
2020-12-07,37737,1502,22187,536,137516,2381,1.05
2020-12-08,40060,2148,22412,555,139124,2419,1.02
2020-12-09,54557,2802,22683,543,141494,2464,1.01
2020-12-10,44612,2948,23646,554,143491,2501,1.03
2020-12-11,53834,2781,23867,578,145987,2533,1.05
2020-12-12,28203,3012,24981,583,147740,2561,1.08
2020-12-13,13144,2373,25536,588,149391,2584,1.1
2020-12-14,53758,1662,25093,592,151949,2642,1.11
2020-12-15,45817,2402,25142,618,153971,2687,1.11
2020-12-16,54303,2987,25287,605,156695,2738,1.1
2020-12-17,62439,3208,25629,609,159176,2782,1.09
2020-12-18,56421,2833,26064,598,161686,2827,1.08
2020-12-19,27049,2972,26743,593,163702,2872,1.05
2020-12-20,12282,2391,26816,603,165873,2899,1.04
2020-12-21,55650,1776,27147,620,167693,2943,1.03
2020-12-22,31110,2665,26863,619,170458,2993,1.03
2020-12-23,72258,3258,27077,644,173205,3049,1.04
2020-12-24,63512,3714,28154,644,176103,3104,1.05
2020-12-25,60261,3813,29278,654,178482,3154,1.08
2020-12-26,32677,3694,30369,659,180882,3212,1.11
2020-12-27,11963,2939,31098,661,182947,3251,1.13
2020-12-28,74383,2383,31694,675,185223,3305,1.15
2020-12-29,24850,3595,32477,668,187739,3348,1.17
2020-12-30,21069,3845,34037,681,189695,3413,1.18
2020-12-31,39575,4322,36052,716,191949,3459,1.18
2021-01-01,25072,3106,37187,711,194650,3513,1.11
2021-01-02,8746,3045,38031,714,196693,3547,1.06
2021-01-03,20291,3127,38729,731,198874,3598,1.05
2021-01-04,84338,3302,39905,771,201606,3654,1.06
2021-01-05,88446,4885,40908,784,205212,3718,1.07
2021-01-06,73967,5946,43423,796,208621,3790,1.11
2021-01-07,81440,7537,46780,826,211900,3856,1.18
2021-01-08,63373,7844,51125,827,215527,3931,1.33
2021-01-09,35730,7278,55238,852,218676,3995,1.47
2021-01-10,24008,6090,58622,864,221087,4043,1.54
2021-01-11,19942,4851,61449,881,223509,4093,1.54
2021-01-12,86551,4521,62930,900,227174,4144,1.47
2021-01-13,81255,5841,63648,920,231747,4232,1.39
2021-01-14,101255,6598,65118,934,236545,4314,1.27
2021-01-15,70610,6741,66628,965,242041,4379,1.12
2021-01-16,44662,6987,68321,972,246537,4445,1.03
2021-01-17,16038,5751,69983,973,250833,4500,0.97
2021-01-18,80773,4917,71129,1001,255764,4547,0.95
2021-01-19,103313,5300,69352,1014,263026,4646,0.97
2021-01-20,86804,5532,66436,1014,271216,4742,0.97
2021-01-21,85769,5662,66106,1011,277225,4829,0.96
2021-01-22,101273,4803,65152,1009,283522,4934,0.95
2021-01-23,37116,4696,64535,1007,288536,5018,0.91
2021-01-24,18784,3987,63663,1017,293420,5083,0.89
2021-01-25,81941,2761,60933,996,299514,5157,0.85
2021-01-26,66335,3849,58007,1043,306117,5251,0.81
2021-01-27,90824,3965,55515,1032,312385,5360,0.78
2021-01-28,64332,4123,53532,1014,318190,5450,0.77
2021-01-29,82296,3536,51764,974,323518,5544,0.77
2021-01-30,40425,3332,50422,973,328391,5652,0.77
2021-01-31,17772,2672,49430,975,332049,5720,0.77
2021-02-01,67269,1783,46319,937,337295,5792,0.78
2021-02-02,59110,2329,43743,897,342045,5910,0.77
2021-02-03,68807,2639,41028,892,347235,6018,0.76
2021-02-04,61902,2573,38332,877,352368,6133,0.75
2021-02-05,71144,2371,36288,815,356752,6241,0.74
2021-02-06,33043,2274,34876,795,360108,6336,0.74
2021-02-07,18191,1628,33400,773,363110,6393,0.73
2021-02-08,58499,1215,31536,759,366680,6474,0.73
2021-02-09,78153,1569,29199,736,370398,6555,0.74
2021-02-10,65352,1885,27889,713,373314,6676,0.74
2021-02-11,32865,1691,26993,701,375872,6772,0.75
2021-02-12,56650,1297,25376,693,378414,6847,0.74
2021-02-13,30220,1356,24489,668,380730,6910,0.73
2021-02-14,14716,1362,23374,658,382938,6950,0.75
2021-02-15,58421,962,22614,644,385577,7013,0.75
2021-02-16,59849,1304,20331,607,389042,7100,0.77
2021-02-17,61138,1444,19272,564,391321,7194,0.77
2021-02-18,54504,1541,18870,547,393318,7272,0.8
2021-02-19,74955,1281,18336,526,395114,7331,0.85
2021-02-20,31579,1229,17841,511,396738,7415,0.9
2021-02-21,14683,1032,17487,510,398066,7472,0.89
2021-02-22,54180,739,16780,491,399624,7527,0.89
2021-02-23,18324,1083,16109,487,401195,7582,0.89
2021-02-24,54702,926,15313,472,403067,7645,0.88
2021-02-25,59234,1075,14917,457,404392,7720,0.85
2021-02-26,57864,1059,14463,440,405827,7805,0.83
2021-02-27,29196,1208,14325,434,407124,7858,0.84
2021-02-28,19775,994,14013,436,408407,7885,0.86
2021-03-01,60090,685,13134,413,409917,7931,0.87
2021-03-02,82324,887,12738,407,411132,7982,0.87
2021-03-03,30168,1241,12380,398,412572,8050,0.94
2021-03-04,68856,1168,12244,388,413818,8117,0.99
2021-03-05,45153,1146,12120,375,415085,8176,1.02
2021-03-06,31058,1048,12155,373,416050,8225,1
2021-03-07,14409,1062,12154,380,417018,8251,1.02
2021-03-08,67917,599,11734,381,418046,8297,1.01
2021-03-09,40237,1126,11581,364,419201,8351,1.06
2021-03-10,60152,1312,11648,354,420320,8400,1.03
2021-03-11,56851,1316,11810,354,421391,8449,1.04
2021-03-12,55562,1268,12058,337,422452,8507,1.04
2021-03-13,31295,1316,12312,328,423426,8558,1.08
2021-03-14,17266,984,12279,327,424449,8588,1.07
2021-03-15,49870,688,12128,337,425341,8620,1.08
2021-03-16,47776,1130,11964,335,426539,8676,1.06
2021-03-17,84919,1522,12217,325,427650,8715,1.07
2021-03-18,54899,1492,12570,330,428677,8756,1.07
2021-03-19,71301,1453,12849,332,429877,8788,1.08
2021-03-20,30658,1516,13302,324,430898,8810,1.07
2021-03-21,16997,1110,13271,324,432017,8833,1.09
2021-03-22,51469,812,13131,320,433099,8859,1.09
2021-03-23,52715,1487,13325,328,434195,8906,1.12
2021-03-24,59974,1924,13833,325,435429,8936,1.13
2021-03-25,62645,1910,14571,323,436604,8965,1.15
2021-03-26,67296,2013,15239,331,437918,8996,1.18
2021-03-27,39591,2025,16162,341,438955,9028,1.2
2021-03-28,18887,1753,16738,342,440085,9058,1.23
2021-03-29,72179,1300,17059,368,441351,9083,1.25
2021-03-30,41247,2077,17535,382,442735,9110,1.26
2021-03-31,67435,2831,18669,380,444121,9159,1.28
2021-04-01,65377,2595,20100,394,445420,9182,1.29
2021-04-02,61146,2741,21409,408,446781,9210,1.29
2021-04-03,41103,2753,22499,431,448304,9218,1.29
2021-04-04,17189,2451,23347,445,449835,9228,1.27
2021-04-05,60274,1554,23703,451,451727,9246,1.25
2021-04-06,53019,2635,24360,456,453053,9276,1.24
2021-04-07,58424,3456,25844,464,454710,9298,1.21
2021-04-08,70959,3405,27362,483,456492,9331,1.21
2021-04-09,67609,3467,28744,511,458645,9350,1.2
2021-04-10,40924,3630,29558,520,461377,9379,1.2
2021-04-11,22466,2758,30327,563,463547,9397,1.17
2021-04-12,72260,2094,29885,596,466396,9422,1.18
2021-04-13,65278,3444,30920,608,468621,9466,1.18
2021-04-14,73092,4302,32198,631,471170,9497,1.19
2021-04-15,82330,4570,34543,670,473345,9535,1.19
2021-04-16,77966,4519,36493,702,475966,9581,1.2
2021-04-17,50503,4722,38600,723,478373,9619,1.19
2021-04-18,30571,4032,40425,738,480632,9638,1.22
2021-04-19,86696,2893,40714,769,483631,9668,1.22
2021-04-20,70951,4328,41907,791,486479,9707,1.22
2021-04-21,96428,5280,44048,805,489177,9761,1.22
2021-04-22,94257,5452,46115,816,492392,9797,1.2
2021-04-23,91286,5094,48065,837,495734,9851,1.18
2021-04-24,58221,5433,49674,864,499095,9910,1.16
2021-04-25,35886,4434,51167,898,502221,9969,1.13
2021-04-26,83925,3303,51606,916,505850,10001,1.12
2021-04-27,81048,4958,52439,953,509501,10052,1.11
2021-04-28,68106,5788,54098,951,512983,10104,1.1
2021-04-29,91921,5727,56169,978,516466,10191,1.08
2021-04-30,64494,4658,57119,1020,520644,10226,1.06
2021-05-01,68323,5813,58722,1050,524642,10293,1.05
2021-05-02,36217,5589,60156,1084,528470,10358,1.06
2021-05-03,44186,4458,61292,1083,532219,10416,1.08
2021-05-04,27746,4072,61715,1114,536321,10466,1.04
2021-05-05,67085,3884,61716,1098,539944,10513,0.99
2021-05-06,89586,4315,62453,1131,543410,10585,0.96
2021-05-07,109758,6032,63315,1131,548641,10698,1
2021-05-08,71001,6985,64966,1144,552740,10819,1.01
2021-05-09,41338,6243,67038,1152,556883,10872,1
2021-05-10,130677,4925,68061,1176,561452,10937,0.99
2021-05-11,97038,6238,69255,1189,565876,11060,1.05
2021-05-12,87073,7057,70104,1214,571211,11161,1.15
2021-05-13,122502,6867,71144,1209,576736,11251,1.24
2021-05-14,99676,6269,72760,1231,582055,11361,1.21
2021-05-15,66868,6420,73424,1223,587319,11459,1.17
2021-05-16,35948,5247,73235,1227,592451,11504,1.14
2021-05-17,95425,3677,70565,1235,599618,11587,1.1
2021-05-18,86352,5229,68228,1293,606339,11847,1.04
2021-05-19,149234,5811,66835,1288,612524,11936,0.96
2021-05-20,97287,5711,66721,1294,618796,12042,0.9
2021-05-21,117145,5251,65752,1303,625696,12148,0.88
2021-05-22,66583,5034,64765,1304,631273,12232,0.87
2021-05-23,35263,4035,63968,1300,637057,12308,0.86
2021-05-24,91616,2711,61541,1294,642319,12394,0.86
2021-05-25,70045,3898,60260,1413,647273,12493,0.85
2021-05-26,87089,4526,59210,1371,652354,12597,0.84
2021-05-27,116584,4131,58515,1375,656861,12710,0.83
2021-05-28,118523,3706,56022,1383,664062,12815,0.81
2021-05-29,57084,3591,55439,1347,668886,12916,0.81
2021-05-30,30097,2876,53676,1349,672990,12963,0.8
2021-05-31,83703,1786,51512,1323,677733,13044,0.8
2021-06-01,67394,2640,49400,1284,682468,13136,0.79
2021-06-02,76590,3030,46897,1227,687720,13241,0.77
2021-06-03,176379,2825,45419,1198,692101,13360,0.77
2021-06-04,98297,2586,43211,1157,696828,13445,0.77
2021-06-05,54184,2648,42051,1131,700609,13519,0.77
2021-06-06,26466,2017,40992,1120,703716,13570,0.77
2021-06-07,75134,1276,39005,1099,707280,13641,0.77
2021-06-08,62141,1884,37068,1055,710871,13739,0.77
2021-06-09,63215,2224,35268,1015,714925,13837,0.78
2021-06-10,74713,2044,33943,942,718300,13903,0.79
2021-06-11,99850,1935,32235,890,721837,13972,0.8
2021-06-12,51297,1941,31250,852,724762,14028,0.79
2021-06-13,25059,1384,30530,849,727478,14066,0.79
2021-06-14,60314,930,28228,827,730343,14121,0.79
2021-06-15,61213,1418,25809,803,733965,14182,0.8
2021-06-16,65986,1698,24317,763,737235,14264,0.8
2021-06-17,70606,1550,22969,775,739870,14315,0.81
2021-06-18,69009,1619,21134,740,743453,14360,0.82
2021-06-19,43013,1509,20257,714,745653,14395,0.82
2021-06-20,31414,1304,19778,721,747449,14418,0.85
2021-06-21,58844,864,18722,697,749446,14449,0.86
2021-06-22,52614,1432,18119,646,751347,14491,0.88
2021-06-23,62348,1775,17907,629,753300,14548,0.92
2021-06-24,60420,1669,17910,590,755178,14593,0.95
2021-06-25,89659,1705,17349,577,757227,14621,0.98
2021-06-26,43145,1611,17210,567,758887,14652,1.02
2021-06-27,21138,1280,17017,564,760339,14664,1.02
2021-06-28,62615,989,16531,552,761879,14700,1.04
2021-06-29,61916,1375,16159,523,763569,14735,1.03
2021-06-30,67576,1811,16272,517,765277,14776,1.03
2021-07-01,77063,1741,16249,511,766949,14797,1.02
2021-07-02,67044,1774,16192,501,768722,14819,1.02
2021-07-03,38122,1864,16350,496,770414,14837,1.03
2021-07-04,17098,1479,16199,491,771975,14843,1.05
2021-07-05,58706,1021,15739,481,773568,14857,1.04
2021-07-06,53956,1658,15423,480,775406,14879,1.06
2021-07-07,66486,2182,16127,464,776910,14892,1.09
2021-07-08,60703,2239,16629,441,778510,14912,1.11
2021-07-09,71192,2260,17015,428,780323,14928,1.14
2021-07-10,44123,2452,17906,425,781868,14943,1.16
2021-07-11,26094,2022,18332,432,783457,14950,1.18
2021-07-12,64222,1492,18354,424,785001,14954,1.2
2021-07-13,103897,2378,18873,412,786765,14966,1.22
